"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","slider_start"
"2701","renamed_shared1000/51844.png","5","image-slider-response","636","87720161","0.0-636.0","50"
"2444","renamed_shared1000/51966.png","2","image-slider-response","637","87722609","0.0-637.0","50"
"2540","renamed_shared1000/52303.png","2","image-slider-response","638","87725153","0.0-638.0","50"
"2719","renamed_shared1000/52376.png","3","image-slider-response","639","87727876","0.0-639.0","50"
"32384","renamed_shared1000/52528.png","1","image-slider-response","640","87760265","0.0-640.0","50"
"2904","renamed_shared1000/52893.png","4","image-slider-response","641","87763176","0.0-641.0","50"
"3816","renamed_shared1000/53158.png","1","image-slider-response","642","87766995","0.0-642.0","50"
"2776","renamed_shared1000/53882.png","2","image-slider-response","643","87769776","0.0-643.0","50"
"2479","renamed_shared1000/54258.png","3","image-slider-response","644","87772259","0.0-644.0","50"
"3475","renamed_shared1000/54390.png","2","image-slider-response","645","87775738","0.0-645.0","50"
"3055","renamed_shared1000/55650.png","2","image-slider-response","646","87778800","0.0-646.0","50"
"25000","renamed_shared1000/56043.png","1","image-slider-response","647","87803804","0.0-647.0","50"
"6435","renamed_shared1000/56067.png","2","image-slider-response","648","87810242","0.0-648.0","50"
"2702","renamed_shared1000/56155.png","1","image-slider-response","649","87812949","0.0-649.0","50"
"2590","renamed_shared1000/56270.png","2","image-slider-response","650","87815542","0.0-650.0","50"
"3130","renamed_shared1000/56315.png","2","image-slider-response","651","87818678","0.0-651.0","50"
"4228","renamed_shared1000/56455.png","2","image-slider-response","652","87822910","0.0-652.0","50"
"4266","renamed_shared1000/57839.png","1","image-slider-response","653","87827181","0.0-653.0","50"
"28535","renamed_shared1000/57907.png","2","image-slider-response","654","87855719","0.0-654.0","50"
"4485","renamed_shared1000/58097.png","1","image-slider-response","655","87860207","0.0-655.0","50"
"4095","renamed_shared1000/59024.png","2","image-slider-response","656","87864305","0.0-656.0","50"
"3098","renamed_shared1000/59040.png","3","image-slider-response","657","87867406","0.0-657.0","50"
"3535","renamed_shared1000/59080.png","3","image-slider-response","658","87870946","0.0-658.0","50"
"2646","renamed_shared1000/59195.png","2","image-slider-response","659","87873596","0.0-659.0","50"
"2722","renamed_shared1000/59632.png","2","image-slider-response","660","87876320","0.0-660.0","50"
"23453","renamed_shared1000/59818.png","1","image-slider-response","661","87899782","0.0-661.0","50"
"2421","renamed_shared1000/60506.png","1","image-slider-response","662","87902207","0.0-662.0","50"
"2979","renamed_shared1000/60520.png","3","image-slider-response","663","87905191","0.0-663.0","50"
"2909","renamed_shared1000/60835.png","1","image-slider-response","664","87908106","0.0-664.0","50"
"4256","renamed_shared1000/60868.png","1","image-slider-response","665","87912366","0.0-665.0","50"
"6656","renamed_shared1000/61123.png","1","image-slider-response","666","87919026","0.0-666.0","50"
"5421","renamed_shared1000/61134.png","2","image-slider-response","667","87924451","0.0-667.0","50"
"2779","renamed_shared1000/61753.png","1","image-slider-response","668","87927233","0.0-668.0","50"
"3204","renamed_shared1000/61802.png","3","image-slider-response","669","87930441","0.0-669.0","50"
"2271","renamed_shared1000/62303.png","1","image-slider-response","670","87932715","0.0-670.0","50"
"2578","renamed_shared1000/63826.png","1","image-slider-response","671","87935296","0.0-671.0","50"
"2573","renamed_shared1000/63932.png","2","image-slider-response","672","87937873","0.0-672.0","50"
"2802","renamed_shared1000/63945.png","2","image-slider-response","673","87940678","0.0-673.0","50"
"3132","renamed_shared1000/64484.png","1","image-slider-response","674","87943814","0.0-674.0","50"
"3433","renamed_shared1000/64616.png","4","image-slider-response","675","87947252","0.0-675.0","50"
"3775","renamed_shared1000/65011.png","2","image-slider-response","676","87951031","0.0-676.0","50"
"2712","renamed_shared1000/65188.png","1","image-slider-response","677","87953747","0.0-677.0","50"
"2152","renamed_shared1000/65415.png","1","image-slider-response","678","87955903","0.0-678.0","50"
"2188","renamed_shared1000/65446.png","1","image-slider-response","679","87958095","0.0-679.0","50"
"4486","renamed_shared1000/65921.png","4","image-slider-response","680","87962585","0.0-680.0","50"
"2605","renamed_shared1000/66005.png","2","image-slider-response","681","87965194","0.0-681.0","50"
"2375","renamed_shared1000/66215.png","2","image-slider-response","682","87967574","0.0-682.0","50"
"2357","renamed_shared1000/66217.png","3","image-slider-response","683","87969935","0.0-683.0","50"
"3182","renamed_shared1000/66331.png","2","image-slider-response","684","87973121","0.0-684.0","50"
"2270","renamed_shared1000/66480.png","2","image-slider-response","685","87975396","0.0-685.0","50"
"3073","renamed_shared1000/66837.png","1","image-slider-response","686","87978474","0.0-686.0","50"
"3146","renamed_shared1000/66977.png","1","image-slider-response","687","87981624","0.0-687.0","50"
"2899","renamed_shared1000/67169.png","1","image-slider-response","688","87984528","0.0-688.0","50"
"2641","renamed_shared1000/68024.png","2","image-slider-response","689","87987173","0.0-689.0","50"
"3503","renamed_shared1000/68169.png","2","image-slider-response","690","87990679","0.0-690.0","50"
"3497","renamed_shared1000/68472.png","2","image-slider-response","691","87994179","0.0-691.0","50"
"4066","renamed_shared1000/68742.png","4","image-slider-response","692","87998248","0.0-692.0","50"
"4387","renamed_shared1000/68898.png","3","image-slider-response","693","88002639","0.0-693.0","50"
"3111","renamed_shared1000/69026.png","1","image-slider-response","694","88005755","0.0-694.0","50"
"4817","renamed_shared1000/69617.png","2","image-slider-response","695","88010577","0.0-695.0","50"
"3033","renamed_shared1000/69786.png","2","image-slider-response","696","88013614","0.0-696.0","50"
"4457","renamed_shared1000/69814.png","4","image-slider-response","697","88018075","0.0-697.0","50"
"3346","renamed_shared1000/70336.png","2","image-slider-response","698","88021426","0.0-698.0","50"
"2422","renamed_shared1000/70590.png","2","image-slider-response","699","88023852","0.0-699.0","50"
"2270","renamed_shared1000/71026.png","1","image-slider-response","700","88026126","0.0-700.0","50"
"3224","renamed_shared1000/71895.png","2","image-slider-response","701","88029354","0.0-701.0","50"
"4298","renamed_shared1000/72171.png","1","image-slider-response","702","88033655","0.0-702.0","50"
"3999","renamed_shared1000/72258.png","2","image-slider-response","703","88037657","0.0-703.0","50"
"2270","renamed_shared1000/72606.png","1","image-slider-response","704","88039933","0.0-704.0","50"
